sales_month,naics_code,kind_of_business,reason_for_null,sales
"1992-09-01","442299","All other home furnishings stores","Not Available",
"1992-09-01","443","Electronics and appliance stores",,3795
"1992-09-01","443141","Household appliance stores",,682
"1992-09-01","443142","Electronics stores","Not Available",
"1992-09-01","444","Building mat. and garden equip. and supplies dealers",,11309
"1992-09-01","4441","Building mat. and supplies dealers",,9813
"1992-09-01","44412","Paint and wallpaper stores","Not Available",
"1992-09-01","44413","Hardware stores",,1053
"1992-09-01","445","Food and beverage stores",,30162
"1992-09-01","4451","Grocery stores",,27475
"1992-09-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"1992-09-01","4453","Beer, wine, and liquor stores",,1770
"1992-09-01","446","Health and personal care stores",,7071
"1992-09-01","44611","Pharmacies and drug stores",,6074
"1992-09-01","447","Gasoline stations",,13140
"1992-09-01","448","Clothing and clothing access. stores",,9573
"1992-09-01","4481","Clothing stores",,6878
"1992-09-01","44811","Men's clothing stores",,762
"1992-09-01","44812","Women's clothing stores",,2560
"1992-09-01","44814","Family clothing stores",,2687
"1992-09-01","44819","Other clothing stores","Not Available",
"1992-09-01","4482","Shoe stores",,1578
"1992-09-01","44831","Jewelry stores",,1034
"1992-09-01","451","Sporting goods, hobby, musical instrument, and book stores",,3409
"1992-09-01","45111","Sporting goods stores",,1206
"1992-09-01","45112","Hobby, toy, and game stores",,638
"1992-09-01","451211","Book stores",,861
"1992-09-01","452","General merchandise stores",,18700
"1992-09-01","4521","Department stores",,13323
"1992-09-01","452111","Department stores(excl. discount department stores)",,6461
"1992-09-01","452112","Discount dept. stores",,6862
"1992-09-01","4529","Other general merchandise stores",,5377
"1992-09-01","45291","Warehouse clubs and superstores",,3078
"1992-09-01","45299","All other gen. merchandise stores",,2299
"1992-09-01","453","Miscellaneous store retailers",,4454
"1992-09-01","4532","Office supplies, stationery, and gift stores",,1669
"1992-09-01","45321","Office supplies and stationery stores",,795
"1992-09-01","45322","Gift, novelty, and souvenir stores",,874
"1992-09-01","45330","Used merchandise stores",,523
"1992-09-01","454","Nonstore retailers",,6334
"1992-09-01","4541","Electronic shopping and mail-order houses",,2932
"1992-09-01","45431","Fuel dealers",,1150
"1992-09-01","722","Food services and drinking places",,16459
"1992-09-01","7224","Drinking places",,958
"1992-09-01","7225","Restaurants and other eating places",,14086
"1992-09-01","722511","Full service restaurants",,6921
"1992-09-01","722513, 722514, 722515","Limited service eating places",,7165
"1992-09-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,115594
"1992-09-01",,"Retail and food services sales, total",,164617
"1992-09-01",,"GAFO(1)",,41474
"1992-09-01",,"Retail sales and food services excl gasoline stations",,151477
"1992-09-01",,"Retail sales and food services excl motor vehicle and parts",,128734
"1992-09-01",,"Retail sales, total",,148158
"1992-09-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,112275
"1992-10-01","441","Motor vehicle and parts dealers",,36738
"1992-10-01","4411","Automobile dealers",,31578
"1992-10-01","4411, 4412","Automobile and other motor vehicle dealers",,32947
"1992-10-01","44111","New car dealers",,29429
"1992-10-01","44112","Used car dealers",,2149
"1992-10-01","4413","Automotive parts, acc., and tire stores",,3791
"1992-10-01","442","Furniture and home furnishings stores",,4497
"1992-10-01","442, 443","Furniture, home furn, electronics, and appliance stores",,8511
"1992-10-01","4421","Furniture stores",,2665
"1992-10-01","4422","Home furnishings stores",,1832
"1992-10-01","44221","Floor covering stores",,977
"1992-10-01","442299","All other home furnishings stores","Not Available",
"1992-10-01","443","Electronics and appliance stores",,4014
"1992-10-01","443141","Household appliance stores",,732
"1992-10-01","443142","Electronics stores","Not Available",
"1992-10-01","444","Building mat. and garden equip. and supplies dealers",,11605
"1992-10-01","4441","Building mat. and supplies dealers",,10018
"1992-10-01","44412","Paint and wallpaper stores","Not Available",
"1992-10-01","44413","Hardware stores",,1105
"1992-10-01","445","Food and beverage stores",,31407
"1992-10-01","4451","Grocery stores",,28583
"1992-10-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"1992-10-01","4453","Beer, wine, and liquor stores",,1882
"1992-10-01","446","Health and personal care stores",,7467
"1992-10-01","44611","Pharmacies and drug stores",,6439
"1992-10-01","447","Gasoline stations",,13663
"1992-10-01","448","Clothing and clothing access. stores",,10254
"1992-10-01","4481","Clothing stores",,7514
"1992-10-01","44811","Men's clothing stores",,841
"1992-10-01","44812","Women's clothing stores",,2755
"1992-10-01","44814","Family clothing stores",,2993
"1992-10-01","44819","Other clothing stores","Not Available",
"1992-10-01","4482","Shoe stores",,1529
"1992-10-01","44831","Jewelry stores",,1122
"1992-10-01","451","Sporting goods, hobby, musical instrument, and book stores",,3329
"1992-10-01","45111","Sporting goods stores",,1120
"1992-10-01","45112","Hobby, toy, and game stores",,789
"1992-10-01","451211","Book stores",,645
"1992-10-01","452","General merchandise stores",,20970
"1992-10-01","4521","Department stores",,14961
"1992-10-01","452111","Department stores(excl. discount department stores)",,7082
"1992-10-01","452112","Discount dept. stores",,7879
"1992-10-01","4529","Other general merchandise stores",,6009
"1992-10-01","45291","Warehouse clubs and superstores",,3429
"1992-10-01","45299","All other gen. merchandise stores",,2580
"1992-10-01","453","Miscellaneous store retailers",,4768
"1992-10-01","4532","Office supplies, stationery, and gift stores",,1832
"1992-10-01","45321","Office supplies and stationery stores",,820
"1992-10-01","45322","Gift, novelty, and souvenir stores",,1012
"1992-10-01","45330","Used merchandise stores",,483
"1992-10-01","454","Nonstore retailers",,7275
"1992-10-01","4541","Electronic shopping and mail-order houses",,3436
"1992-10-01","45431","Fuel dealers",,1431
"1992-10-01","722","Food services and drinking places",,17668
"1992-10-01","7224","Drinking places",,1041
"1992-10-01","7225","Restaurants and other eating places",,15138
"1992-10-01","722511","Full service restaurants",,7439
"1992-10-01","722513, 722514, 722515","Limited service eating places",,7699
"1992-10-01",,"Retail sales, total",,155987
"1992-10-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,123254
"1992-10-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,119249
"1992-10-01",,"Retail sales and food services excl motor vehicle and parts",,136917
"1992-10-01",,"Retail sales and food services excl gasoline stations",,159992
"1992-10-01",,"Retail and food services sales, total",,173655
"1992-10-01",,"GAFO(1)",,44896
"1992-11-01","441","Motor vehicle and parts dealers",,32360
"1992-11-01","4411","Automobile dealers",,27838
"1992-11-01","4411, 4412","Automobile and other motor vehicle dealers",,28908
"1992-11-01","44111","New car dealers",,26171
"1992-11-01","44112","Used car dealers",,1667
"1992-11-01","4413","Automotive parts, acc., and tire stores",,3452
"1992-11-01","442","Furniture and home furnishings stores",,4687
"1992-11-01","442, 443","Furniture, home furn, electronics, and appliance stores",,9106
"1992-11-01","4421","Furniture stores",,2768
"1992-11-01","4422","Home furnishings stores",,1919
"1992-11-01","44221","Floor covering stores",,940
"1992-11-01","442299","All other home furnishings stores","Not Available",
"1992-11-01","443","Electronics and appliance stores",,4419
"1992-11-01","443141","Household appliance stores",,753
"1992-11-01","443142","Electronics stores","Not Available",
"1992-11-01","444","Building mat. and garden equip. and supplies dealers",,10156
"1992-11-01","4441","Building mat. and supplies dealers",,8835
"1992-11-01","44412","Paint and wallpaper stores","Not Available",
"1992-11-01","44413","Hardware stores",,1037
"1992-11-01","445","Food and beverage stores",,30388
"1992-11-01","4451","Grocery stores",,27620
"1992-11-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"1992-11-01","4453","Beer, wine, and liquor stores",,1831
"1992-11-01","446","Health and personal care stores",,7115
"1992-11-01","44611","Pharmacies and drug stores",,6175
"1992-11-01","447","Gasoline stations",,13064
"1992-11-01","448","Clothing and clothing access. stores",,11187
"1992-11-01","4481","Clothing stores",,8201
"1992-11-01","44811","Men's clothing stores",,913
"1992-11-01","44812","Women's clothing stores",,2946
"1992-11-01","44814","Family clothing stores",,3399
"1992-11-01","44819","Other clothing stores","Not Available",
"1992-11-01","4482","Shoe stores",,1516
"1992-11-01","44831","Jewelry stores",,1364
"1992-11-01","451","Sporting goods, hobby, musical instrument, and book stores",,3851
"1992-11-01","45111","Sporting goods stores",,1207
"1992-11-01","45112","Hobby, toy, and game stores",,1332
"1992-11-01","451211","Book stores",,642
"1992-11-01","452","General merchandise stores",,25024
"1992-11-01","4521","Department stores",,18128
"1992-11-01","452111","Department stores(excl. discount department stores)",,8996
"1992-11-01","452112","Discount dept. stores",,9132
"1992-11-01","4529","Other general merchandise stores",,6896
"1992-11-01","45291","Warehouse clubs and superstores",,4013
"1992-11-01","45299","All other gen. merchandise stores",,2883
"1992-11-01","453","Miscellaneous store retailers",,4848
"1992-11-01","4532","Office supplies, stationery, and gift stores",,2054
"1992-11-01","45321","Office supplies and stationery stores",,803
"1992-11-01","45322","Gift, novelty, and souvenir stores",,1251
"1992-11-01","45330","Used merchandise stores",,465
"1992-11-01","454","Nonstore retailers",,7725
"1992-11-01","4541","Electronic shopping and mail-order houses",,3922
"1992-11-01","45431","Fuel dealers",,1532
"1992-11-01","722","Food services and drinking places",,16723
"1992-11-01","7224","Drinking places",,999
"1992-11-01","7225","Restaurants and other eating places",,14323
"1992-11-01","722511","Full service restaurants",,7114
"1992-11-01","722513, 722514, 722515","Limited service eating places",,7209
"1992-11-01",,"GAFO(1)",,51222
"1992-11-01",,"Retail sales and food services excl motor vehicle and parts",,139187
"1992-11-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,122464
"1992-11-01",,"Retail sales, total",,154824
"1992-11-01",,"Retail sales and food services excl gasoline stations",,158483
"1992-11-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,126123
"1992-11-01",,"Retail and food services sales, total",,171547
"1992-12-01","441","Motor vehicle and parts dealers",,33067
"1992-12-01","4411","Automobile dealers",,28237
"1992-12-01","4411, 4412","Automobile and other motor vehicle dealers",,29620
"1992-12-01","44111","New car dealers",,26654
"1992-12-01","44112","Used car dealers",,1583
"1992-12-01","4413","Automotive parts, acc., and tire stores",,3447
"1992-12-01","442","Furniture and home furnishings stores",,5287
"1992-12-01","442, 443","Furniture, home furn, electronics, and appliance stores",,12301
"1992-12-01","4421","Furniture stores",,3049
"1992-12-01","4422","Home furnishings stores",,2238
"1992-12-01","44221","Floor covering stores",,928
"1992-12-01","442299","All other home furnishings stores","Not Available",
"1992-12-01","443","Electronics and appliance stores",,7014
"1992-12-01","443141","Household appliance stores",,920
"1992-12-01","443142","Electronics stores","Not Available",
"1992-12-01","444","Building mat. and garden equip. and supplies dealers",,10271
"1992-12-01","4441","Building mat. and supplies dealers",,8765
"1992-12-01","44412","Paint and wallpaper stores","Not Available",
"1992-12-01","44413","Hardware stores",,1164
"1992-12-01","445","Food and beverage stores",,34170
"1992-12-01","4451","Grocery stores",,30294
"1992-12-01","44511","Supermarkets and other grocery (except convenience) stores","Not Available",
"1992-12-01","4453","Beer, wine, and liquor stores",,2511
"1992-12-01","446","Health and personal care stores",,9235
"1992-12-01","44611","Pharmacies and drug stores",,8119
"1992-12-01","447","Gasoline stations",,13488
"1992-12-01","448","Clothing and clothing access. stores",,18395
"1992-12-01","4481","Clothing stores",,12721
"1992-12-01","44811","Men's clothing stores",,1557
"1992-12-01","44812","Women's clothing stores",,4416
"1992-12-01","44814","Family clothing stores",,5337
"1992-12-01","44819","Other clothing stores","Not Available",
"1992-12-01","4482","Shoe stores",,2039
"1992-12-01","44831","Jewelry stores",,3436
"1992-12-01","451","Sporting goods, hobby, musical instrument, and book stores",,7133
"1992-12-01","45111","Sporting goods stores",,2153
"1992-12-01","45112","Hobby, toy, and game stores",,3226
