full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_bioguide_previous_0,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_house_history_alternate,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Raúl M. Grijalva","Raúl","Grijalva","M.",,,,,,"1948-02-19","M","G000551",,400162,20305,"Raúl Grijalva","Q946606","kg:/m/024s1z",14261,,1708,1003551,28253,,"Raul M. Grijalva","N00025284","H2AZ07070",,
"Brett Guthrie","Brett","Guthrie",,,,,,,"1964-02-18","M","G000558",,412278,20916,"Brett Guthrie","Q910794","kg:/m/0411qqt",14275,,1922,1031343,18829,,"Brett Guthrie","N00029675","H8KY02031",,
"Andy Harris","Andy","Harris",,,,,,,"1957-01-25","M","H001052",,412434,21139,"Andy Harris (politician)","Q506639","kg:/m/02852wc",15599,,2026,1033464,19157,,,"N00029147","H8MD01094",,
"Vicky Hartzler","Vicky","Hartzler",,,,,,,"1960-10-13","F","H001053",,412444,21149,"Vicky Hartzler","Q375389","kg:/m/09v2dv4",15601,,2032,95050,8783,,"Vicky Hartzler","N00031005","H0MO04086",,
"Lauren Underwood","Lauren","Underwood",,,,,,,"1986-10-04","F","U000040",,412776,21979,"Lauren Underwood","Q48471874",,,,,,177001,,,"N00041569","H8IL14174",,
"Alcee L. Hastings","Alcee","Hastings","L.",,,,,,"1936-09-05","M","H000324",,400170,29337,"Alcee Hastings","Q1758631","kg:/m/02534d",14683,,511,1858,26798,,"Alcee L. Hastings","N00002884","H2FL23021",,
"Martin Heinrich","Martin","Heinrich",,,,,,,"1971-10-17","M","H001046",,412281,20930,"Martin Heinrich","Q565374","kg:/m/02qkv0r",15588,,1937,1030686,74517,"S359","Martin Heinrich","N00029835","H8NM01224","S2NM00088",
"Jaime Herrera Beutler","Jaime","Herrera Beutler",,,,,,,"1978-11-03","F","H001056",,412486,21187,"Jaime Herrera Beutler","Q168592","kg:/m/0cz8yx2",15606,,2071,95198,101907,,,"N00031559","H0WA03187",,
"Brian Higgins","Brian","Higgins","M.",,,,,,"1959-10-06","M","H001038",,400641,20519,"Brian Higgins","Q505581","kg:/m/04fc7g",15572,,1794,1013050,23127,,"Brian Higgins","N00027060","H4NY27076",,
"James A. Himes","James","Himes","A.",,,,,,"1966-07-05","M","H001047",,412282,20907,"Jim Himes","Q1689111","kg:/m/03w9x9v",15590,,1913,1031341,106744,,"Jim Himes","N00029070","H8CT04172",,
"Neal P. Dunn","Neal","Dunn",,,,,,,"1953-02-16","M","D000628",,412691,21714,"Neal Dunn","Q27733851","kg:/g/11c2ld4vv7",,,,104529,166297,,,"N00037442","H6FL02208",,
"Steny H. Hoyer","Steny","Hoyer","H.",,,,,,"1939-06-14","M","H000874",,400189,14873,"Steny Hoyer","Q516515","kg:/m/025k5p",15365,,566,1919,26890,,"Steny Hoyer","N00001821","H2MD05155",,
"Bill Huizenga","Bill","Huizenga",,,,,,,"1969-01-31","M","H001058",,412437,21142,"Bill Huizenga","Q862199","kg:/m/05b0j1w",15610,,2028,1033765,38351,,"Bill Huizenga","N00030673","H0MI02094",,
"Sheila Jackson Lee","Sheila","Jackson Lee",,,,,,,"1950-01-12","F","J000032",,400199,29573,"Sheila Jackson Lee","Q461734","kg:/m/02fj6h",15730,,588,36819,21692,,,"N00005818","H4TX18054",,
"Bill Johnson","Bill","Johnson",,,,,,,"1954-11-10","M","J000292",,412460,21162,"Bill Johnson (Ohio politician)","Q862215","kg:/m/0ds3q2f",16071,,2046,623472,120649,,"Bill Johnson (Ohio)","N00032088","H0OH06189",,
"Scott H. Peters","Scott","Peters","H.",,,,,,"1958-06-17","M","P000608",,412523,21315,"Scott Peters (politician)","Q3791514","kg:/m/02rymxd",,,2113,79661,70351,,"Scott Peters","N00033591","H2CA52089",,
"Eddie Bernice Johnson","Eddie","Johnson","Bernice",,,,,,"1935-12-03","F","J000126",,400204,39305,"Eddie Bernice Johnson","Q461526","kg:/m/03tn1w",15852,,599,23352,27098,,,"N00008122","H2TX00015",,
"Henry C. ""Hank"" Johnson, Jr.","Henry","Johnson","C.","Hank","Jr.",,,,"1954-10-02","M","J000288",,412199,20712,"Hank Johnson","Q983537","kg:/m/0flgyy",16065,,1843,1020576,68070,,"Henry C. Johnson, Jr.","N00027848","H6GA04129",,
"Ron Johnson","Ron","Johnson",,,,,,,"1955-04-08","M","J000293",,412496,41111,"Ron Johnson (Wisconsin politician)","Q970272","kg:/m/0cmdpzc",,,2086,62835,126217,"S345","Ron Johnson (Wisconsin)","N00032546","S0WI00197",,
"Jim Jordan","Jim","Jordan",,,,,,,"1964-02-17","M","J000289",,412226,20738,"Jim Jordan (American politician)","Q186215","kg:/m/04l4x5",16067,,1868,1022879,8158,,"Jim Jordan","N00027894","H6OH04082",,
"Marcy Kaptur","Marcy","Kaptur",,,,,,,"1946-06-17","F","K000009",,400211,15029,"Marcy Kaptur","Q436537","kg:/m/039s3l",16086,,616,1458,27016,,,"N00003522","H2OH09031",,
"William R. Keating","William","Keating","R.",,,,,,"1952-09-06","M","K000375",,412435,21140,"Bill Keating (politician)","Q775412","kg:/m/09v6g7c",16570,,2025,61856,4743,,,"N00031933","H0MA10082",,
"Mike Kelly","Mike","Kelly",,,,,,,"1948-05-10","M","K000376",,412465,21167,"Mike Kelly (Pennsylvania politician)","Q1431761","kg:/m/0ds6wcw",16572,,2051,62696,119463,,"Mike Kelly","N00031647","H0PA03271",,
"Ron Kind","Ron","Kind","James",,,,,,"1963-03-16","M","K000188",,400218,29769,"Ron Kind","Q505222","kg:/m/024ty6",16313,,1498,45870,630,,"Ron Kind","N00004403","H6WI03099",,
"Peter T. King","Peter","King","T.","Pete",,,,,"1944-04-05","M","K000210",,400219,29375,"Peter T. King","Q953554","kg:/m/03tk4w",16338,,635,26487,26968,,"Peter T. King","N00001193","H2NY03089",,
"Billy Long","Billy","Long",,,,,,,"1955-08-11","M","L000576",,412445,21150,"Billy Long","Q863171","kg:/m/0ds17_9",17328,,2033,61880,123401,,,"N00030676","H0MO07113",,
"Steve King","Steve","King","A.",,,,,,"1949-05-28","M","K000362",,400220,20325,"Steve King","Q749710","kg:/m/025b7g",16548,,1724,1003590,10853,,"Steve King","N00025237","H2IA05072",,
"Adam Kinzinger","Adam","Kinzinger",,,,,,,"1978-02-27","M","K000378",,412421,21128,"Adam Kinzinger","Q349955","kg:/m/05q9ypn",16573,,2014,62573,116559,,"Adam Kinzinger","N00030667","H0IL11052",,
"Doug Lamborn","Doug","Lamborn",,,,,,,"1954-05-24","M","L000564",,412191,20704,"Doug Lamborn","Q371106","kg:/m/0fsgdd",17305,,1834,1022846,2698,,"Doug Lamborn","N00028133","H6CO05159",,
"James R. Langevin","James","Langevin","R.","Jim",,,,,"1964-04-22","M","L000559",,400230,20136,"James Langevin","Q1397290","kg:/m/02tvqy",17296,,1668,86608,55787,,"Jim Langevin","N00009724","H0RI02139",,
"James Lankford","James","Lankford",,,,,,,"1968-03-04","M","L000575",,412464,21166,"James Lankford","Q45940","kg:/m/0dgrrx6",17326,,2050,1033847,124938,"S378","James Lankford","N00031129","H0OK05114","S4OK00232",
"Rick Larsen","Rick","Larsen",,,,,,,"1965-06-15","M","L000560",,400232,20145,"Rick Larsen","Q503529","kg:/m/025953",17298,,1675,86610,56231,,,"N00009759","H0WA02080",,
"John B. Larson","John","Larson","B.",,,,,,"1948-07-22","M","L000557",,400233,29908,"John B. Larson","Q357832","kg:/m/024zl9",17292,,1583,36596,17188,,"John B. Larson","N00000575","H8CT01046",,
"Robert E. Latta","Robert","Latta","E.",,,,,,"1956-04-18","M","L000566",,412256,20755,"Bob Latta","Q888061","kg:/m/02z6_j1",17309,,1885,1028071,9926,,"Robert E. Latta","N00012233","H8OH05036",,
"Patrick J. Leahy","Patrick","Leahy","J.",,,,,,"1940-03-31","M","L000174",,300065,14307,"Patrick Leahy","Q59315","kg:/m/0202kf",,,1383,1552,53353,"S057","Patrick Leahy","N00009918","S4VT00017",,
"Barbara Lee","Barbara","Lee",,,,,,,"1946-07-16","F","L000551",,400237,29778,"Barbara Lee","Q289317","kg:/m/024sjy",17282,,1501,54579,8315,,,"N00008046","H8CA09060",,
"John Lewis","John","Lewis","R.",,,,,,"1940-02-21","M","L000287",,400240,15431,"John Lewis (civil rights leader)","Q45380","kg:/m/02555z",16948,,688,2528,26820,,"John Lewis (Georgia)","N00002577","H6GA05217",,
"Daniel Lipinski","Daniel","Lipinski","William",,,,,,"1966-07-15","M","L000563",,400630,20508,"Dan Lipinski","Q518424","kg:/m/0508fv",17303,,1781,1013046,33692,,"Daniel Lipinski","N00027239","H4IL03077",,
"David Loebsack","David","Loebsack",,,,,,,"1952-12-23","M","L000565",,412209,20720,"Dave Loebsack","Q771586","kg:/m/0gtmqs",17307,,1846,1022883,68964,,"Dave Loebsack","N00027741","H6IA02146",,
"Zoe Lofgren","Zoe","Lofgren",,,,,,,"1947-12-21","F","L000397",,400245,29504,"Zoe Lofgren","Q218217","kg:/m/024t94",17087,,701,36520,21899,,"Zoe Lofgren","N00007479","H4CA16049",,
"Ken Buck","Ken","Buck",,,,,,,"1959-02-16","M","B001297",,412619,21510,"Ken Buck","Q1439421","kg:/m/05zzjd2",,,2233,78285,125319,,,"N00030829","S0CO00237","H4CO04090",
"Nita M. Lowey","Nita","Lowey","M.",,,,,,"1937-07-05","F","L000480",,400246,15612,"Nita Lowey","Q460652","kg:/m/03tv8l",17192,,709,6110,26982,,"Nita Lowey","N00001024","H8NY20056",,
"Frank D. Lucas","Frank","Lucas","D.",,,,,,"1960-01-06","M","L000491",,400247,29393,"Frank Lucas (Oklahoma politician)","Q246049","kg:/m/033tnk",17205,,711,35692,27032,,"Frank D. Lucas","N00005559","H4OK06056",,
"Blaine Luetkemeyer","Blaine","Luetkemeyer",,,,,,,"1952-05-07","M","L000569",,412292,20926,"Blaine Luetkemeyer","Q522181","kg:/m/04ycpq1",17315,,1931,1031348,20400,,,"N00030026","H8MO09153",,
"Ben Ray Luján","Ben","Luján","Ray",,,,,,"1972-06-07","M","L000570",,412293,20932,"Ben Ray Luján","Q324256","kg:/m/0412qzq",17317,,1939,1031351,102842,,,"N00029562","H8NM03196",,
"Lisa Murkowski","Lisa","Murkowski","A.",,,,,,"1957-05-22","F","M001153",,300075,40300,"Lisa Murkowski","Q22360","kg:/m/0202kt",18778,,1694,1004138,15841,"S288","Lisa Murkowski","N00026050","S4AK00099",,
"Stephen F. Lynch","Stephen","Lynch","F.",,,,,,"1955-03-31","M","L000562",,400249,20119,"Stephen F. Lynch","Q2344921","kg:/m/028vsz",17301,,1686,1000222,4844,,"Stephen Lynch","N00013855","H2MA09072","S0MA00083",
"Carolyn B. Maloney","Carolyn","Maloney","B.",,,,,,"1946-02-19","F","M000087",,400251,29379,"Carolyn Maloney","Q455833","kg:/m/03txd5",17437,,729,26162,26978,,"Carolyn B. Maloney","N00000078","H2NY14037",,
"Kenny Marchant","Kenny","Marchant","Ewell",,,,,,"1951-02-23","M","M001158",,400656,20532,"Kenny Marchant","Q368184","kg:/m/04cvjb",18788,,1806,1013059,5549,,,"N00026710","H4TX24094",,
"Edward J. Markey","Edward","Markey","J.","Ed",,,,,"1946-07-11","M","M000133",,400253,14435,"Ed Markey","Q1282411","kg:/m/028vr4",17493,,735,260,26900,"S369","Ed Markey","N00000270","H6MA07101","S4MA00028",
"Earl L. ""Buddy"" Carter","Buddy","Carter",,,,,,,"1957-09-06","M","C001103",,412622,21513,"Buddy Carter","Q16240994","kg:/m/0w32xj9",,,2236,76158,32085,,,"N00035346","H4GA01039",,
"Doris O. Matsui","Doris","Matsui","O.",,,,,,"1944-09-25","F","M001163",,400663,20538,"Doris Matsui","Q399561","kg:/m/059hdf",18797,,1814,26602,28593,,,"N00027459","H6CA05195",,
"Kevin McCarthy","Kevin","McCarthy",,,,,,,"1965-01-26","M","M001165",,412190,20703,"Kevin McCarthy (California politician)","Q766866","kg:/m/074qxm",18801,,1833,85231,28918,,"Kevin McCarthy (California)","N00028152","H6CA22125","H2CA23148",
"Michael T. McCaul","Michael","McCaul","T.",,,,,,"1962-01-14","M","M001157",,400654,20530,"Michael McCaul","Q539509","kg:/m/0492cz",18786,,1804,1013056,49210,,"Michael McCaul","N00026460","H4TX10093",,
"Tom McClintock","Tom","McClintock",,,,,,,"1956-07-10","M","M001177",,412295,20903,"Tom McClintock","Q535887","kg:/m/01r6jp",18824,,1908,30359,9715,,,"N00006863","H8CA04152","H6CA21135",
"Christopher Murphy","Christopher","Murphy","S.",,,,,,"1973-08-03","M","M001169",,412194,20707,"Chris Murphy","Q1077594","kg:/m/0cy_dh",18809,,1837,1021270,17189,"S364","Christopher S. Murphy","N00027566","H6CT05124","S2CT00132",
"Betty McCollum","Betty","McCollum","Louise",,,,,,"1954-07-12","F","M001143",,400259,20122,"Betty McCollum","Q434893","kg:/m/0249hy",18758,,1653,86670,3812,,"Betty McCollum","N00012942","H0MN04049",,
"James P. McGovern","James","McGovern","P.","Jim",,,,,"1959-11-20","M","M000312",,400263,29729,"Jim McGovern (American politician)","Q1337459","kg:/m/028vn7",17711,,1504,45976,552,,,"N00000179","H4MA03022",,
"Patrick T. McHenry","Patrick","McHenry","T.",,,,,,"1975-10-22","M","M001156",,400644,20522,"Patrick McHenry","Q2057809","kg:/m/02b4rz",18784,,1792,1007062,21031,,"Patrick T. McHenry","N00026627","H4NC10047",,
"David B. McKinley","David","McKinley","B.",,,,,,"1947-03-28","M","M001180",,412487,21188,"David McKinley","Q1175610","kg:/m/0crj8tf",18830,,2074,9269013,117396,,"David McKinley","N00031681","H0WV01072",,
"Patty Murray","Patty","Murray",,,,,,,"1950-10-11","F","M001111",,300076,49308,"Patty Murray","Q258825","kg:/m/018qx5",18715,,1409,25277,53358,"S229","Patty Murray","N00007876","S2WA00189",,
"Cathy McMorris Rodgers","Cathy","McMorris Rodgers",,,,,,,"1969-05-22","F","M001159",,400659,20535,"Cathy McMorris Rodgers","Q293343","kg:/m/03dlf3",18790,,1809,1013063,3217,,"Cathy McMorris Rodgers","N00026314","H4WA05077",,
"Jerry McNerney","Jerry","McNerney",,,,,,,"1951-06-18","M","M001166",,412189,20702,"Jerry McNerney","Q1344743","kg:/m/07zk65",18803,,1832,1021667,29474,,,"N00026926","H4CA11081",,
"Gregory W. Meeks","Gregory","Meeks","W.",,,,,,"1953-09-25","M","M001137",,400271,29776,"Gregory Meeks","Q1545391","kg:/m/024_3b",18747,,1506,53469,4360,,,"N00001171","H8NY06048",,
"Gwen Moore","Gwen","Moore",,,,,,,"1951-04-18","F","M001160",,400661,20537,"Gwen Moore","Q461698","kg:/m/04cvds",18792,,1811,42548,3457,,"Gwen Moore","N00026914","H4WI04183",,
"Jerry Moran","Jerry","Moran",,,,,,,"1954-05-29","M","M000934",,400284,29722,"Jerry Moran","Q1365787","kg:/m/024s8t",18505,,1507,45469,542,"S347","Jerry Moran","N00005282","H6KS01096","S0KS00091",
"Jerrold Nadler","Jerrold","Nadler","L.",,,,,,"1947-06-13","M","N000002",,400289,29377,"Jerrold Nadler","Q505598","kg:/m/03tk11",18837,,850,26159,26980,,,"N00000939","H2NY17071",,
"Grace F. Napolitano","Grace","Napolitano","F.",,,,,,"1936-12-04","F","N000179",,400290,29903,"Grace Napolitano","Q469139","kg:/m/024v0s",19055,,1602,57873,8393,,,"N00006789","H8CA34068",,
"Richard E. Neal","Richard","Neal","E.",,,,,,"1949-02-14","M","N000015",,400291,15616,"Richard Neal","Q1464697","kg:/m/028vm4",18855,,854,6103,26895,,,"N00000153","H8MA02041",,
"Eleanor Holmes Norton","Eleanor","Norton","Holmes",,,,,,"1937-06-13","F","N000147",,400295,,"Eleanor Holmes Norton","Q461649","kg:/m/01s_vp",19016,,868,882,775,,,"N00001692","H0DC00058",,
"James R. Baird","James","Baird","R.",,,,,,"1945-06-04","M","B001307",,412777,21903,"Jim Baird (American politician)","Q48813213",,,,,,86013,,,"N00041954","H8IN04199",,
"Devin Nunes","Devin","Nunes","G.",,,,,,"1973-10-01","M","N000181",,400297,20307,"Devin Nunes","Q539493","kg:/m/024tds",19058,,1710,1003553,16725,,"Devin Nunes","N00007248","H8CA20059",,
"Pete Olson","Pete","Olson",,,,,,,"1962-12-09","M","O000168",,412302,20948,"Pete Olson","Q2073303","kg:/m/0407vf_",19278,,1955,1031361,102008,,"Pete Olson","N00029285","H8TX22107",,
"Steven M. Palazzo","Steven","Palazzo","M.",,,,,,"1970-02-21","M","P000601",,412443,21148,"Steven Palazzo","Q24230","kg:/m/0c3y_s5",20039,,2035,61886,69521,,,"N00031958","H0MS04120",,
"Frank Pallone, Jr.","Frank","Pallone","J.",,"Jr.",,,,"1951-10-30","M","P000034",,400308,15454,"Frank Pallone","Q965289","kg:/m/0g6t5w",19321,,887,6107,26951,,,"N00000781","H8NJ03073","S6NJ00263",
"David P. Roe","David","Roe","P.","Phil",,,,,"1945-07-21","M","R000582",,412310,20947,"Phil Roe (politician)","Q1665842","kg:/m/04gtg5_",20807,,1954,1031360,65306,,,"N00028463","H6TN01388",,
"Bill Pascrell, Jr.","Bill","Pascrell","J.",,"Jr.",,,,"1937-01-25","M","P000096",,400309,29741,"Bill Pascrell","Q529090","kg:/m/03txs_",19391,,1510,45543,478,,,"N00000751","H6NJ08118",,
"Rand Paul","Rand","Paul",,,,,,,"1963-01-07","M","P000603",,412492,41104,"Rand Paul","Q463557","kg:/m/05pdb7q",,,2082,9265241,117285,"S348","Rand Paul","N00030836","S0KY00156",,
"Nancy Pelosi","Nancy","Pelosi",,,,,,,"1940-03-26","F","P000197",,400314,15448,"Nancy Pelosi","Q170581","kg:/m/012v1t",19519,,905,6153,26732,,"Nancy Pelosi","N00007360","H8CA05035",,
"Ed Perlmutter","Ed","Perlmutter",,,,,,,"1953-05-01","M","P000593",,412192,20705,"Ed Perlmutter","Q331507","kg:/m/07n9ns",20024,,1835,1021382,2653,,"Ed Perlmutter","N00027510","H6CO07023",,
"Gary C. Peters","Gary","Peters","C.",,,,,,"1958-12-01","M","P000595",,412305,20923,"Gary Peters","Q1494930","kg:/m/02x0lnt",20028,,1929,50199,8749,"S380","Gary Peters","N00029277","H8MI09068","S4MI00355",
"Clay Higgins","Clay","Higgins",,,,,,,"1961-08-24","M","H001077",,412705,21724,"Clay Higgins","Q25849505","kg:/g/11c1s3lp76",,,,106094,174484,,,"N00039953","H6LA03148",,
"Collin C. Peterson","Collin","Peterson","Clark",,,,,,"1944-06-29","M","P000258",,400316,29127,"Collin Peterson","Q434458","kg:/m/02h2my",19595,,910,23978,26926,,"Collin Peterson","N00004558","H2MN07014",,
"Chellie Pingree","Chellie","Pingree",,,,,,,"1955-04-02","F","P000597",,412307,20920,"Chellie Pingree","Q457243","kg:/m/05gflq",20032,,1927,1002167,6586,,"Chellie Pingree","N00013817","H8ME01120","S0ME00038",
"Rob Portman","Robert","Portman","J.","Rob",,,,,"1955-12-19","M","P000449",,400325,29386,"Rob Portman","Q926069","kg:/m/0343xg",19838,,924,31819,27008,"S349","Rob Portman","N00003682","S0OH00133","H4OH02032",
"Bill Posey","Bill","Posey",,,,,,,"1947-12-18","M","P000599",,412309,20909,"Bill Posey","Q862373","kg:/m/0281vxy",20036,,1915,88959,24280,,"Bill Posey","N00029662","H8FL15107",,
"C. A. Dutch Ruppersberger","C.","Ruppersberger","A. Dutch",,,,,,"1946-01-31","M","R000576",,400349,20329,"Dutch Ruppersberger","Q981559","kg:/m/025k36",20797,,1728,49155,36130,,,"N00025482","H2MD02160",,
"David E. Price","David","Price","E.",,,,,,"1940-08-17","M","P000523",,400326,15438,"David Price (American politician)","Q984010","kg:/m/034dxn",19927,,930,6748,119,,"David Price","N00002260","H6NC04037",,
"Mike Quigley","Mike","Quigley",,,,,,,"1958-10-17","M","Q000023",,412331,20954,"Mike Quigley (politician)","Q465767","kg:/m/0fccwh",20072,,1967,9263344,83310,,"Michael Quigley","N00030581","H0IL05096",,
"Tom Reed","Tom","Reed","W.",,"II",,,,"1971-11-18","M","R000585",,412393,21101,"Tom Reed (politician)","Q2440035","kg:/m/07kf86m",20811,,1982,623468,127046,,,"N00030949","H0NY29054",,
"Cedric L. Richmond","Cedric","Richmond","L.",,,,,,"1973-09-13","M","R000588",,412432,21137,"Cedric Richmond","Q561284","kg:/m/0bbw8s3",20816,,2023,62391,35384,,"Cedric Richmond","N00030184","H8LA02054",,
"Martha Roby","Martha","Roby",,,,,,,"1976-07-27","F","R000591",,412394,21192,"Martha Roby","Q439117","kg:/m/0drx5mb",20821,,1986,61712,71604,,"Martha Roby","N00030768","H0AL02087",,
"Jenniffer González-Colón","Jenniffer","González-Colón",,,,,,,"1976-08-05","F","G000582",,412723,,"Jenniffer González","Q16215793","kg:/m/027s3vf",,,,67353,,,,"N00037615","H6PR00082",,
"Harold Rogers","Harold","Rogers",,"Hal",,,,,"1937-12-31","M","R000395",,400340,14854,"Hal Rogers","Q547153","kg:/m/025jnx",20573,,977,6739,26875,,"Harold Rogers","N00003473","H0KY05015",,
"Mike Rogers","Mike","Rogers",,,,,,,"1958-07-16","M","R000575",,400341,20301,"Mike Rogers (Alabama politician)","Q693238","kg:/m/024n_s",20795,,1704,1014740,5705,,"Mike Rogers (Alabama)","N00024759","H2AL03032",,
"Lucille Roybal-Allard","Lucille","Roybal-Allard",,,,,,,"1941-06-12","F","R000486",,400347,29317,"Lucille Roybal-Allard","Q469115","kg:/m/024txf",20686,,997,26136,26766,,,"N00006671","H2CA33048",,
"Marco Rubio","Marco","Rubio",,,,,,,"1971-05-28","M","R000595",,412491,41102,"Marco Rubio","Q324546","kg:/m/0dpr5f",,,2084,87599,1601,"S350","Marco Rubio","N00030612","S0FL00338",,
"Charles E. Schumer","Charles","Schumer","E.","Chuck",,,,,"1950-11-23","M","S000148",,300087,14858,"Chuck Schumer","Q380900","kg:/m/01w74d",21322,,1036,5929,26976,"S270","Chuck Schumer","N00001093","S8NY00082","H0NY16010",
"Bobby L. Rush","Bobby","Rush","L.",,,,,,"1946-11-23","M","R000515",,400350,29346,"Bobby Rush","Q888599","kg:/m/0255x3",20721,,1003,26127,26831,,"Bobby Rush","N00004887","H2IL01042",,
"Tim Ryan","Tim","Ryan","J.",,,,,,"1973-07-16","M","R000577",,400352,20343,"Tim Ryan (politician)","Q513960","kg:/m/039tr9",20799,,1756,1003608,45638,,"Tim Ryan (Ohio)","N00025280","H2OH17109",,
"Gregorio Kilili Camacho Sablan","Gregorio","Sablan","Kilili Camacho",,,,,,"1955-01-19","M","S001177",,412312,,"Gregorio Sablan","Q3116336","kg:/m/04ycmvy",22610,,1962,1031366,110903,,,"N00030418","H8MP00041",,
"John P. Sarbanes","John","Sarbanes","P.",,,,,,"1962-05-22","M","S001168",,412212,20724,"John Sarbanes","Q984509","kg:/m/08_r8n",22592,,1854,1022884,66575,,,"N00027751","H6MD03292",,
"David Schweikert","David","Schweikert",,,,,,,"1962-03-03","M","S001183",,412399,21105,"David Schweikert","Q1176561","kg:/m/03wbpxj",22621,,1994,5205,106387,,"David Schweikert","N00006460","H4AZ06045","H8AZ05097",
"Steve Scalise","Steve","Scalise","Joseph",,,,,,"1965-10-06","M","S001176",,412261,20759,"Steve Scalise","Q1857141","kg:/m/0br34c",22608,,1892,1015311,9026,,"Steve Scalise","N00009660","H0LA01087",,
"Janice D. Schakowsky","Janice","Schakowsky","D.","Jan",,,,,"1944-05-26","F","S001145",,400360,29911,"Jan Schakowsky","Q440885","kg:/m/0256nw",22550,,1588,57874,6387,,"Jan Schakowsky","N00004724","H8IL09067",,
"Adam B. Schiff","Adam","Schiff","B.",,,,,,"1960-06-22","M","S001150",,400361,20104,"Adam Schiff","Q350843","kg:/m/024tls",22560,,1635,90167,9489,,"Adam Schiff","N00009585","H0CA27085",,
"Kurt Schrader","Kurt","Schrader",,,,,,,"1951-10-19","M","S001180",,412315,20944,"Kurt Schrader","Q1387868","kg:/m/0412ntl",22616,,1950,1031358,10813,,"Kurt Schrader","N00030071","H8OR05107",,
"Ted S. Yoho","Ted","Yoho","S.",,,,,,"1955-04-13","M","Y000065",,412525,21317,"Ted Yoho","Q3090476","kg:/m/0l8lwvh",,,2115,63943,137622,,"Ted Yoho","N00033220","H2FL06109",,
"Austin Scott","Austin","Scott",,,,,,,"1969-12-10","M","S001189",,412417,21123,"Austin Scott (politician)","Q781167","kg:/m/076zn3y",22631,,2009,623344,11812,,"Austin Scott","N00032457","H0GA08099",,
"David Scott","David","Scott",,,,,,,"1945-06-27","M","S001157",,400363,20321,"David Scott (Georgia politician)","Q132071","kg:/m/0255r4",22574,,1722,1003567,7826,,"David Scott (Georgia)","N00024871","H2GA13012",,
